study_stage_mc,study_degree_yesno,study_degree,study_degree_year,study_degree_field,study_degree_field_open,study_stage_open,field_of_study_mc,field_of_study_open,semester,age,sex,uni_current,uni_bachelor,emp_experience,exp_specific,prereg_where,specific_qrps_teaching,rc_teaching,rc_teaching_specific,interest,importance,felt_information,software1,nosi,nosi_events_mc,data_ok,comments,orp01,orp02,qrp01,qrp02,qrp03,qrp04,qrp05,qrp06,qrp07,qrp08,qrp09,length,nosi_at_uni,n_projects_total,n_emp.intern,n_project,n_thesis.bsc,n_thesis.msc,n_other,id
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,29,female,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,Yes,"1, 3, 5",6,"1, 3, 6, 7, 8",Did hear of RC,"2, 4, 9, 11",2,4,3,"SPSS,R",No,No,1,NA,6,6,6,6,6,6,6,1,6,6,6,495s (~8.25 minutes),Yes,3,1,0,1,0,1,835
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,25,female,Universität zu Köln,NA,Yes,1,1,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"10, 11, 15",4,5,5,"R,SPSS",Yes,Not Sure,1,NA,1,1,6,6,6,6,6,6,6,6,6,350s (~5.83 minutes),Yes,1,1,0,0,0,0,836
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,Universität zu Köln,NA,No,NA,NA,"3, 5, 6",Did hear of RC,"5, 6",2,4,3,SPSS,Not Sure,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133s (~2.22 minutes),Yes,0,NA,NA,NA,NA,NA,837
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,SRH Heidelberg,NA,Yes,"1, 2",5,"1, 3, 4, 5, 7, 8, 9",Did hear of RC,"6, 11",4,5,4,SPSS,No,No,1,NA,2,"1, 2",6,"1, 2",6,6,6,6,6,6,6,576s (~9.6 minutes),No,2,1,1,0,0,0,838
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,27,female,Universität Osnabrück,NA,Yes,1,"1, 6","1, 2, 3, 4, 5, 6, 7, 8, 9",I don't know,15,3,3,3,SPSS,Not Sure,Yes,1,NA,1,1,1,1,1,1,1,1,1,1,1,398s (~6.63 minutes),No,1,1,0,0,0,0,839
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,35,male,Universität zu Köln,NA,No,NA,NA,"1, 2, 3, 4, 5, 8",Did hear of RC,"1, 11, 14",5,5,3,SPSS,Not Sure,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417s (~6.95 minutes),Yes,0,NA,NA,NA,NA,NA,840
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,6,22,female,Julius-Maximilians-Universität Würzburg,NA,Yes,"1, 3",6,"1, 3, 4, 5, 6, 7, 8",Did hear of RC,11,5,5,2,"SPSS,R",Not Sure,Yes,1,NA,1,6,6,6,6,6,6,6,6,6,6,485s (~8.08 minutes),No,2,1,0,1,0,0,841
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,8,23,female,Julius-Maximilians-Universität Würzburg,NA,Yes,"1, 3",1,"2, 3, 4, 6, 9",Did not hear of RC,NA,2,3,1,SPSS,Yes,Yes,1,NA,3,3,1,1,6,6,6,6,6,6,6,1069s (~17.82 minutes),No,2,1,0,1,0,0,842
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,18,female,Julius-Maximilians-Universität Würzburg,NA,No,NA,NA,"6, 7, 8",Did hear of RC,14,4,4,3,Excel,Not Sure,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258s (~4.3 minutes),No,0,NA,NA,NA,NA,NA,843
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,18,male,Universität Osnabrück,NA,No,NA,NA,"1, 3, 4, 5, 6, 7, 8, 9",I don't know,11,4,5,3,SPSS,Yes,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430s (~7.17 minutes),No,0,NA,NA,NA,NA,NA,844
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,Julius-Maximilians-Universität Würzburg,NA,No,NA,NA,"4, 6, 9",Did hear of RC,11,4,5,3,Excel,Not Sure,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147s (~2.45 minutes),No,0,NA,NA,NA,NA,NA,845
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,21,female,Julius-Maximilians-Universität Würzburg,NA,Yes,"1, 5",6,"1, 2, 5, 6, 7, 8, 9",Did hear of RC,11,5,5,4,Excel,Yes,Yes,1,NA,6,6,"1, 5",6,5,"1, 5",6,5,"1, 5",6,6,239s (~3.98 minutes),No,2,1,0,0,0,1,846
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Goethe-Universität Frankfurt,NA,Yes,"1, 3, 5",6,"1, 2, 3, 4, 5, 6, 7, 8, 11",Did not hear of RC,NA,5,5,4,SPSS,Yes,Yes,1,NA,6,6,1,6,6,6,"1, 3",6,6,6,6,717s (~11.95 minutes),Yes,3,1,0,1,0,1,847
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,29,female,NA,NA,No,NA,NA,11,Did not hear of RC,NA,4,5,3,SPSS,Not Sure,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3426s (~57.1 minutes),No,0,NA,NA,NA,NA,NA,848
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,18,female,Julius-Maximilians-Universität Würzburg,NA,No,NA,NA,"1, 2, 3, 4, 6, 7",Did hear of RC,"11, 14, 15",4,3,3,Excel,Yes,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229s (~3.82 minutes),No,0,NA,NA,NA,NA,NA,849
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,Yes,"1, 3",3,"1, 2, 3, 4, 6, 7, 8, 9",Did hear of RC,"1, 3, 9, 11",5,5,3,"SPSS,R",Yes,No,1,NA,1,3,1,6,6,6,6,1,6,1,6,2058s (~34.3 minutes),Yes,2,1,0,1,0,0,850
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,9,28,female,Universität Bielefeld,NA,Yes,"1, 2, 5",1,"1, 2, 3, 5, 6, 7, 8",Did hear of RC,"1, 4, 5, 6, 7, 9, 11, 14",4,5,4,"R,SPSS",No,Yes,1,NA,"1, 5",1,6,6,6,6,6,6,6,6,6,381s (~6.35 minutes),No,3,1,1,0,0,1,851
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,NA,NA,Yes,1,6,"1, 2, 5, 8, 9",Did not hear of RC,NA,2,5,3,SPSS,No,No,1,NA,6,6,6,6,6,6,6,6,6,6,6,255s (~4.25 minutes),No,1,1,0,0,0,0,852
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,22,female,NA,NA,Yes,1,6,"2, 3",Did hear of RC,12,5,5,2,SPSS,No,No,1,NA,6,6,1,1,6,1,1,1,1,1,6,242499s (~2.81 days),No,1,1,0,0,0,0,853
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,20,female,Universität Hamburg,NA,No,NA,NA,10,Did not hear of RC,NA,4,5,1,R,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176s (~2.93 minutes),No,0,NA,NA,NA,NA,NA,854
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,1,6,"1, 2, 3, 4, 7, 8",Did hear of RC,"4, 6, 11, 14",3,5,4,SPSS,No,Yes,1,NA,6,1,6,6,6,6,6,6,6,6,6,304s (~5.07 minutes),No,1,1,0,0,0,0,855
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,female,Georg-August-Universität Göttingen,NA,Yes,1,3,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"1, 4, 5, 11",4,5,5,"R,Excel",Yes,Yes,1,NA,1,1,6,6,6,6,6,6,6,6,6,326s (~5.43 minutes),Yes,1,1,0,0,0,0,856
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,24,male,Rheinische Friedrich-Wilhelms-Universität Bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,Yes,"1, 2, 3, 5",6,"1, 2, 3, 4, 5, 6, 7, 8",Did hear of RC,"4, 14",4,5,4,SPSS,No,No,1,NA,6,6,6,6,6,6,6,6,6,6,6,346s (~5.77 minutes),No,4,1,1,1,0,1,857
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,22,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,"1, 3, 5",6,8,Did hear of RC,15,1,3,1,SPSS,No,Not Sure,1,NA,"1, 3",6,3,6,6,6,3,1,6,6,6,321s (~5.35 minutes),No,3,1,0,1,0,1,858
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,1,1,"1, 3, 4, 6, 7, 8, 9",Did hear of RC,14,3,4,4,SPSS,No,No,1,"Bezogen auf den Wunsch im Positionspaper, dass Replikationsstudien als Bachelor-/Masterarbeiten angeboten werden sollten:
Das wird in Bonn gemacht, ich habe aber von vielen STudierenden, die eine Replikationsstudie gemacht haben gehört, dass sie damit sehr unzufrieden waren, weil sie das Gefühl hatten, das Ergebnis der ursprünglichen Studie bestätigen zu müssen und nicht widerlegen zu dürfen (Sorge vor negativer Auswirkung auf die Note der Abschlussarbeit). Das scheint mir dann keine gute Kommunikation oder eine falsche Verfolgung des richtigen Ansatzes.",1,1,6,6,6,6,6,1,6,6,6,497s (~8.28 minutes),No,1,1,0,0,0,0,859
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,female,Georg-August-Universität Göttingen,NA,Yes,1,6,"1, 2, 3, 4, 8, 9",Did hear of RC,"6, 11",3,5,3,"SPSS,R,Excel",Yes,Yes,1,NA,1,6,6,6,6,6,6,6,1,6,6,293s (~4.88 minutes),Yes,1,1,0,0,0,0,860
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,male,Rheinische Friedrich-Wilhelms-Universität Bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,Yes,"1, 2, 3, 5",3,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"1, 4, 14",5,5,5,SPSS,Not Sure,Yes,1,NA,"2, 5",2,1,5,5,6,"1, 3, 5",6,6,6,6,513s (~8.55 minutes),No,4,1,1,1,0,1,861
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,20,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,No,NA,NA,"2, 11",Did hear of RC,"1, 5, 15",5,5,2,SPSS,Not Sure,Not Sure,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202s (~3.37 minutes),No,0,NA,NA,NA,NA,NA,862
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,4,36,female,Rheinische Friedrich-Wilhelms-Universität Bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,Yes,"1, 2, 3, 5",6,"2, 3, 4, 6, 7, 8, 9",Did hear of RC,"1, 4, 7, 11, 13",3,4,2,SPSS,No,No,1,NA,3,6,"1, 2, 3",5,6,6,6,1,3,6,6,367s (~6.12 minutes),No,4,1,1,1,0,1,863
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,20,no answer,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,No,NA,NA,"9, 11",Did hear of RC,"1, 11, 14",4,5,5,SPSS,Not Sure,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229s (~3.82 minutes),No,0,NA,NA,NA,NA,NA,864
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,male,Rheinische Friedrich-Wilhelms-Universität Bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,Yes,"1, 2, 3, 4, 5",6,"3, 5, 7, 8",Did hear of RC,"1, 11, 14",5,5,5,SPSS,Not Sure,Yes,1,NA,"1, 3, 4",6,6,6,6,6,6,6,6,6,6,487s (~8.12 minutes),No,5,1,1,1,1,1,865
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,Georg-August-Universität Göttingen,NA,No,NA,NA,"1, 3, 4, 5, 6, 8",Did hear of RC,"1, 6, 11",4,4,3,Excel,Not Sure,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222s (~3.7 minutes),Yes,0,NA,NA,NA,NA,NA,866
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,22,male,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,"1, 3",6,"1, 2, 3, 8, 9",Did hear of RC,"6, 14",4,4,5,SPSS,No,No,1,NA,6,6,"1, 3","1, 3",3,6,6,6,6,6,6,279s (~4.65 minutes),No,2,1,0,1,0,0,867
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,No,NA,NA,"1, 3, 4, 6, 7, 8, 9",Did hear of RC,"6, 14",3,5,3,SPSS,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199s (~3.32 minutes),No,0,NA,NA,NA,NA,NA,868
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Rheinische Friedrich-Wilhelms-Universität Bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,Yes,"1, 2, 3",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"4, 7, 11, 12, 14",3,4,3,SPSS,Not Sure,Not Sure,1,NA,2,6,6,3,6,6,3,6,6,6,6,709s (~11.82 minutes),No,3,1,1,1,0,0,869
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Georg-August-Universität Göttingen,NA,Yes,"1, 2",1,"1, 2, 3, 4, 6, 8, 9",Did hear of RC,"1, 4, 5, 11",3,4,4,"R,Excel,SPSS",Yes,Yes,1,NA,1,1,6,6,6,6,6,6,6,6,6,234s (~3.9 minutes),Yes,2,1,1,0,0,0,870
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,18,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,No,NA,NA,"1, 2, 3, 5, 6, 7, 8",Did hear of RC,11,5,5,2,SPSS,Yes,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290s (~4.83 minutes),No,0,NA,NA,NA,NA,NA,871
Bachelor,NA,NA,NA,NA,NA,NA,Other,Technik-Kommunikation,3,21,female,NA,NA,Yes,2,1,"1, 2, 3, 4, 5, 6, 8, 9",Did not hear of RC,NA,4,5,4,SPSS,No,No,1,NA,6,2,6,6,6,6,6,6,6,6,6,704s (~11.73 minutes),No,1,0,1,0,0,0,872
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,27,female,NA,NA,Yes,"1, 2, 3, 4",6,"1, 2, 4, 6, 7, 8",Did hear of RC,"4, 8",4,5,3,"SPSS,R",No,No,1,NA,6,6,6,6,6,6,6,6,6,6,6,326s (~5.43 minutes),No,4,1,1,1,1,0,873
Master,NA,NA,NA,NA,NA,NA,Other,Empirische Bildungsforschung,1,26,female,NA,NA,Yes,"1, 2, 3, 5",1,"1, 2, 5",Did not hear of RC,NA,3,3,2,SPSS,No,No,1,NA,6,"1, 2, 3, 5","1, 2, 3, 5","2, 3",3,6,6,6,6,6,6,487s (~8.12 minutes),No,4,1,1,1,0,1,874
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,"1, 3",6,"1, 2, 3, 6, 8",Did hear of RC,"6, 14",5,5,4,SPSS,No,No,1,"Die Themen Replikationskrise etc. wurden zwar in der Vorlesung gut erklärt, von einer Anwendung im Expra/Abschlussarbeit aber keine Spur...die Daten werden erst erhoben, später überlegt man sich dann erst die genauen Hypothesen.",6,6,6,6,6,6,6,6,6,6,6,677s (~11.28 minutes),No,2,1,0,1,0,0,875
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,NA,NA,Yes,1,6,"1, 2, 3, 4, 6, 7, 8",Did hear of RC,"11, 14",4,5,4,SPSS,Not Sure,No,1,NA,6,6,6,6,6,6,6,NA,6,6,6,442s (~7.37 minutes),No,1,1,0,0,0,0,876
Master,NA,NA,NA,NA,NA,NA,Other,Technik-Kommunikation,3,23,male,NA,NA,Yes,"2, 3","1, 5","1, 2, 4, 5, 7",Did not hear of RC,NA,4,5,3,"SPSS,R,Python",No,No,1,NA,6,"2, 3",6,"2, 3",6,6,6,2,6,2,6,497s (~8.28 minutes),No,2,0,1,1,0,0,877
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,19,female,NA,NA,Yes,1,6,11,Did hear of RC,"6, 14",2,5,3,SPSS,No,No,1,NA,6,6,1,6,6,1,6,6,1,1,6,174s (~2.9 minutes),No,1,1,0,0,0,0,878
Master,NA,NA,NA,NA,NA,NA,Other,Kommunikationswissenschaften,5,27,female,NA,NA,Yes,"2, 3",6,11,Did not hear of RC,NA,4,4,2,"SPSS,Excel",No,No,1,NA,6,6,6,6,6,6,6,6,6,2,6,434s (~7.23 minutes),No,2,0,1,1,0,0,879
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,male,NA,NA,Yes,"1, 2",1,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"1, 2, 6, 11, 14",5,5,5,"SPSS,Excel",No,No,1,"Die Frage sollte viel mehr sein, was die Journals an Ihren Anforderungen bzw. Erwartungen ändern müssen/sollten, damit in erster Linie gar nicht der Druck entsteht, die Ergebnisse verfälschen zu müssen (...um in einem Journal zu erscheinen bzw. publiziert zu werden...).",1,"1, 2",6,6,6,6,6,6,6,6,6,1219s (~20.32 minutes),No,2,1,1,0,0,0,880
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,Yes,"1, 3",6,"1, 3, 5, 7, 8, 9",Did hear of RC,11,3,5,2,SPSS,Yes,No,1,"Die Open-Science Initiative scheint nur für Dozierende und Promovenden, nicht für Studierende zu sein.",6,6,6,"1, 3",6,6,6,6,6,6,6,357s (~5.95 minutes),No,2,1,0,1,0,0,881
Master,NA,NA,NA,NA,NA,NA,Other,Technik-Kommunikation,7,27,female,NA,NA,Yes,"2, 3, 4, 5","1, 5","1, 2, 4, 5, 6, 7, 8",Did not hear of RC,NA,4,5,3,SPSS,Not Sure,No,1,NA,5,"2, 3, 4, 5","2, 5",6,6,"2, 5","2, 5",5,5,6,6,606s (~10.1 minutes),No,4,0,1,1,1,1,882
Bachelor,NA,NA,NA,NA,NA,NA,Other,Technik-Kommunikation,1,18,female,NA,NA,No,NA,NA,10,Did not hear of RC,NA,5,5,2,weiß ich nicht,Not Sure,Not Sure,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443s (~7.38 minutes),No,0,NA,NA,NA,NA,NA,883
Master,NA,NA,NA,NA,NA,NA,Other,Technik-Kommunikation,9,27,female,NA,NA,Yes,"1, 2, 3",6,11,Did not hear of RC,NA,4,5,2,"SPSS,Excel",No,No,1,War gut aufgebaut. Fragen waren alle eindeutig zu beantworten. Ist leider bei den wenigsten Fragebögen so.,6,6,6,2,6,6,6,6,6,2,6,1088s (~18.13 minutes),No,3,1,1,1,0,0,884
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,25,female,Rheinische Friedrich-Wilhelms-Universität Bonn,Albert-Ludwigs-Universität Freiburg,Yes,"1, 2, 3",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"4, 13, 14",5,5,4,SPSS,No,No,1,NA,1,6,1,2,6,6,"1, 3",1,1,1,6,621s (~10.35 minutes),No,3,1,1,1,0,0,885
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,20,female,NA,NA,No,NA,NA,"2, 4, 6, 8, 9",Did hear of RC,"4, 11",3,5,2,"SPSS,R",Not Sure,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306s (~5.1 minutes),No,0,NA,NA,NA,NA,NA,886
Bachelor,NA,NA,NA,NA,NA,NA,Other,Sprach- und Kommunikationswissenschaften,1,19,female,NA,NA,No,NA,NA,10,Did not hear of RC,NA,1,1,1,SPSS,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231s (~3.85 minutes),No,0,NA,NA,NA,NA,NA,887
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,NA,Julius-Maximilians-Universität Würzburg,Yes,"1, 3",1,"1, 2, 3, 5, 6, 8",Did hear of RC,15,4,5,3,"SPSS,R",No,No,1,NA,6,3,1,6,6,6,6,6,6,6,6,445s (~7.42 minutes),No,2,1,0,1,0,0,888
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,NA,NA,No,NA,NA,8,Did hear of RC,"11, 15",4,5,2,"R,SPSS",No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161s (~2.68 minutes),No,0,NA,NA,NA,NA,NA,889
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,24,female,NA,Technische Universität Chemnitz,Yes,"1, 2, 3",1,"1, 2, 5, 7",Did not hear of RC,NA,4,5,2,"SPSS,R",No,No,1,NA,"1, 3",3,6,6,6,6,6,6,6,6,6,774s (~12.9 minutes),No,3,1,1,1,0,0,890
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,female,NA,NA,Yes,"1, 2, 3",6,"1, 2, 5, 7, 8, 9",Did hear of RC,"4, 5, 14",5,5,4,"SPSS,R",Yes,No,1,NA,3,6,1,"1, 2, 3",6,6,"1, 2, 3",6,6,6,6,335s (~5.58 minutes),No,3,1,1,1,0,0,891
Master,NA,NA,NA,NA,NA,NA,Other,TK,3,29,male,NA,NA,Yes,2,6,"1, 2",Did not hear of RC,NA,5,5,1,Jamovi,Yes,Not Sure,1,NA,6,6,6,2,2,6,6,6,2,6,6,289s (~4.82 minutes),No,1,0,1,0,0,0,892
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,NA,NA,Yes,"1, 2, 3, 4",3,"4, 6, 7, 8",Did hear of RC,15,4,5,2,"SPSS,R,MPlus",No,No,1,NA,6,3,6,3,6,6,"1, 3",6,6,1,"1, 3",365s (~6.08 minutes),No,4,1,1,1,1,0,893
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,4,21,female,Universität Regensburg,NA,Yes,"1, 5",6,"1, 3, 4, 5, 7, 8, 9",Did hear of RC,"1, 4, 5, 11, 12",4,5,3,"SPSS,R",Yes,Yes,1,NA,6,6,6,6,6,6,6,6,6,6,6,427s (~7.12 minutes),No,2,1,0,0,0,1,894
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,22,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,"1, 3",1,"1, 2, 4, 5, 7, 8, 9",Did hear of RC,"4, 11, 14",3,4,4,SPSS,No,No,1,NA,6,3,6,"1, 3","1, 3",6,3,6,6,6,6,853s (~14.22 minutes),No,2,1,0,1,0,0,895
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,female,Georg-August-Universität Göttingen,NA,Yes,"1, 2",3,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"1, 4, 5, 6, 11, 15",5,5,5,"R,SPSS",Yes,Yes,1,NA,"1, 2",1,6,6,6,1,1,6,6,6,6,280s (~4.67 minutes),Yes,2,1,1,0,0,0,896
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,NA,NA,Yes,"1, 3, 5",1,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"1, 3, 6, 11",3,5,4,SPSS,No,No,1,NA,1,"1, 3","1, 3",6,5,6,6,6,6,6,6,469s (~7.82 minutes),No,3,1,0,1,0,1,897
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,20,female,NA,NA,No,NA,NA,"4, 5, 6",Did hear of RC,6,2,4,2,SPSS,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178s (~2.97 minutes),No,0,NA,NA,NA,NA,NA,898
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,7,22,female,NA,NA,Yes,"1, 3",6,"1, 2, 3, 4, 5, 6, 7, 8",Did hear of RC,"4, 15",3,5,2,"R,SPSS",Not Sure,Yes,1,NA,5,6,6,"1, 3",6,6,6,6,6,6,6,278s (~4.63 minutes),No,2,1,0,1,0,0,899
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Universität Regensburg,NA,Yes,"1, 2",6,"1, 3, 4, 5, 6, 7",Did not hear of RC,NA,4,5,3,SPSS,No,No,1,NA,1,6,1,6,6,"1, 2",6,6,1,6,6,372s (~6.2 minutes),No,2,1,1,0,0,0,900
Bachelor,NA,NA,NA,NA,NA,NA,Other,Sprach- und Kommunikationswissenschaft,5,22,female,NA,NA,Yes,2,6,"1, 7, 8",Did not hear of RC,NA,4,5,2,"Jamovi,JASP",No,No,1,NA,6,6,2,2,6,6,6,6,6,6,6,832s (~13.87 minutes),No,1,0,1,0,0,0,901
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,27,male,Universität Regensburg,NA,Yes,"1, 3",6,"3, 4",Did not hear of RC,NA,1,5,1,SPSS,No,No,1,NA,6,6,1,1,6,6,6,6,6,3,1,359s (~5.98 minutes),No,2,1,0,1,0,0,902
Master,NA,NA,NA,NA,NA,NA,Other,Technik-Kommunikation,3,26,female,NA,NA,Yes,"2, 3, 5",6,"2, 9",Did not hear of RC,NA,4,4,2,SPSS,No,No,1,NA,6,6,"2, 5",6,5,6,6,6,6,2,6,311s (~5.18 minutes),No,3,0,1,1,0,1,903
Bachelor,NA,NA,NA,NA,NA,NA,Other,Technik-Kommunikation,5,22,female,NA,NA,Yes,"2, 3, 5",6,"1, 2, 4, 5, 7",Did not hear of RC,NA,3,4,2,SPSS,No,No,1,NA,2,6,"2, 5",6,5,5,6,6,"2, 5","2, 3, 5",6,1334s (~22.23 minutes),No,3,0,1,1,0,1,904
Bachelor,NA,NA,NA,NA,NA,NA,Other,Technik-kommunikatioln,1,18,female,NA,NA,No,NA,NA,11,Did not hear of RC,NA,3,4,1,Excel,Not Sure,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239s (~3.98 minutes),No,0,NA,NA,NA,NA,NA,905
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,9,38,female,NA,NA,Yes,"1, 3",6,"1, 3, 4, 6, 8",Did hear of RC,1,4,5,3,SPSS,Yes,No,1,NA,1,6,"1, 5",1,6,1,6,1,1,6,6,499s (~8.32 minutes),No,2,1,0,1,0,0,906
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,NA,NA,Yes,1,6,"2, 3, 4, 5, 7, 8",Did hear of RC,"1, 4, 11, 14",4,5,3,SPSS,Yes,No,1,NA,6,6,6,6,6,6,6,6,6,6,6,241s (~4.02 minutes),No,1,1,0,0,0,0,907
