session,created,modified,ended,expired,check,study_stage_mc,study_degree_yesno,study_degree,study_degree_year,study_degree_field,study_degree_field_open,study_stage_open,field_of_study_mc,field_of_study_open,semester,age,sex,uni_current,uni_bachelor,emp_experience,exp_specific,prereg_where,specific_qrps_teaching,rc_teaching,rc_teaching_specific,interest,importance,felt_information,software1,nosi,nosi_events_mc,data_ok,comments,id,illog_answ_subj,orp01,orp02,qrp01,qrp02,qrp03,qrp04,qrp05,qrp06,qrp07,qrp08,qrp09,nosi_at_uni,n_projects,n_emp.intern,n_project,n_thesis.bsc,n_thesis.msc,n_other
EP_lHOnSti2PrzvFQ3muNJ6rKzVWpEp84Ff1j6YmPN1RHURh_ByczbJWSzB44qlm,2018-12-10T07:20:24Z,2018-12-10T07:25:05Z,2018-12-10T07:25:05Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Universität Osnabrück,NA,No,NA,NA,11,no,NA,4,4,2,SPSS,No,Yes,1,NA,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
nDPBkimiDwL8gNNlFgWExc1FVuUPoWsBNR3TdEbf5L9t2UohT9wLluqp8ONRhvk3,2018-12-10T08:12:32Z,2018-12-10T11:43:11Z,2018-12-10T11:43:11Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,26,female,Universität Osnabrück,Georg-August-Universität Göttingen,Yes,"1, 2, 3",2,"1, 2, 3, 4, 5, 6, 7, 8",yes,"7, 14",5,5,3,SPSS,No,Yes,1,NA,648,FALSE,"2, 3, 4",4,6,1,6,6,6,6,6,6,6,No,3,1,1,1,0,0
pWziIQ0b6jhd0SNbP3jPZIniy1QkuTuhGL_8TQk4vvgM8ISPm0-iKqA6mE0a_spj,2018-12-10T08:40:52Z,2018-12-10T08:46:01Z,2018-12-10T08:46:01Z,NA,1,I don't study (any more),1,B.Sc.,1,Psychology,NA,NA,NA,NA,NA,23,female,4,NA,Yes,"1, 2, 3, 5",6,"1, 2, 4, 5, 6, 7, 8, 11",unsure,15,4,5,2,"SPSS,R,Excel",No,No,1,NA,649,FALSE,5,6,"1, 2, 3",6,6,1,6,"1, 5",6,5,6,No,4,1,1,1,0,1
OIoyLKIE2HjUNLC7ZYcm20j6k5Z5QRyQWO6JBdPe8vGirQRXiFLUd_-Dijk7z8qZ,2018-12-10T09:37:23Z,2018-12-10T09:48:55Z,2018-12-10T09:48:55Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Other,Erziehungswissenschaft,1,23,female,Westfälische Wilhelms-Universität Münster,NA,Yes,2,6,"2, 11",no,NA,3,3,1,"SPSS,R",No,No,1,NA,650,FALSE,6,6,6,6,6,6,6,6,6,6,6,Yes,1,0,1,0,0,0
3_unRvKNEyT8fAZlqTcRI5Ie41DosA87GEFyS36ly94d8Cx_6x8QBzyGCphemqBA,2018-12-10T09:59:58Z,2018-12-10T10:14:25Z,2018-12-10T10:14:26Z,NA,1,I don't study (any more),1,Diploma,7,Psychology,NA,NA,NA,NA,NA,32,female,Universität Regensburg,NA,Yes,"1, 2, 4, 5",6,"1, 3, 8",no,NA,4,5,4,SPSS,Yes,No,1,"Diplomstudium bereits 2012 abgeschlossen. Habe versucht, mich an damaliges Vorgehen (ohne Verzerrungen durch mein jetzigen Wissens) zu erinnern, was sicher nicht immer adäquat gelungen ist.
Hinweis: Bei den Auswahlmöglichkeiten hat mir die ""Diplomarbeit"" gefehlt, weswegen ich wenn zutreffend ""Mastarbeit"" angeklickt habe.",651,TRUE,5,6,5,"1, 5",6,6,5,6,NA,5,6,No,4,1,1,0,1,1
I_GBCc-EMSHmU1A93OsZPRwb7NZJTmV_OcPKnTbWy5ff9M8kW_CZ3nydQVrmM8E8,2018-12-10T10:34:17Z,2018-12-10T10:44:27Z,2018-12-10T10:44:27Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,24,female,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,Yes,"1, 3",6,"1, 2, 5, 6, 7, 9",no,NA,4,5,2,R,Not Sure,Yes,1,NA,652,FALSE,1,6,6,3,6,6,3,6,6,6,6,Yes,2,1,0,1,0,0
pGUStxIZwt4jb6NSw-hv0WT3KoSf-RGsP7uk48-AyE0clKPcnw0RN9F-Yfknr1uQ,2018-12-10T11:33:29Z,2018-12-10T11:35:36Z,2018-12-10T11:35:36Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,20,female,Universität Osnabrück,NA,No,NA,NA,11,no,NA,3,4,1,SPSS,Not Sure,No,1,NA,653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
GczxC44Dk65wvV6cic304GxV800qTwrVJ7EDh52pR1pJlP8l5iKb2TXq4yRhFnq7,2018-12-10T11:47:22Z,2018-12-10T11:51:23Z,2018-12-10T11:51:24Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,19,female,Universität Leipzig,NA,No,NA,NA,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"5, 6, 11",4,5,4,R,Yes,Not Sure,1,NA,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,0,NA,NA,NA,NA,NA
nFEc4k4vTv9DxtqDnvv85P61OYeFvxatupvUQ1I2_mJHsomPbn33r9fuy7FAY09e,2018-12-10T12:00:27Z,2018-12-10T12:08:50Z,2018-12-10T12:08:50Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,Universität Osnabrück,Westfälische Wilhelms-Universität Münster,Yes,"1, 2, 3",2,"2, 3, 5, 6",yes,4,5,5,4,"SPSS,R",Yes,Yes,1,NA,655,FALSE,"1, 3",3,6,2,6,6,6,6,6,6,6,No,3,1,1,1,0,0
rEYNk5fh4-fQnugoIRwd26Y0HwPuZdd99YHGKp_jkSOwjxOy-u5_QvlBJhLuodOZ,2018-12-10T12:16:24Z,2018-12-10T12:23:28Z,2018-12-10T12:23:28Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Ruhr-Universität Bochum,NA,Yes,1,6,"1, 2, 3, 4, 6, 7, 8, 9",yes,11,4,5,4,R,Yes,No,1,NA,656,FALSE,5,6,6,6,6,6,6,6,6,6,6,No,1,1,0,0,0,0
FJ6e4rDYxVo4cYsDatYHWzYxfwhOlqcsse8poXATfXiY2ubPlHP71bAtfUGnoNr0,2018-12-10T13:23:51Z,2018-12-10T13:29:46Z,2018-12-10T13:29:46Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,male,Universität Hildesheim,NA,No,NA,NA,11,unsure,11,4,4,1,SPSS,Not Sure,No,1,NA,657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
xiLLqHKPOS2YNQKvSx_t5m1-zyT9UQ4mQb1Ukx90AOV_9q_XtpceSKz86vGbgLfH,2018-12-10T14:04:51Z,2018-12-10T14:08:45Z,2018-12-10T14:08:45Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Universität Osnabrück,Universität Osnabrück,Yes,"1, 3",6,11,no,NA,5,5,4,SPSS,Not Sure,Yes,1,NA,658,FALSE,6,6,6,6,6,6,6,6,6,6,6,No,2,1,0,1,0,0
Pb9T9xnNtAexMs5SeA4ugkm7jrAJmsQu_duV-3yF7w1SHrO3x131UaQFR5tAk50x,2018-12-10T15:37:26Z,2018-12-10T15:49:35Z,2018-12-10T15:49:35Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,2,25,female,Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universität Würzburg,Yes,"1, 2, 3",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,11,4,5,4,SPSS,No,No,1,NA,659,FALSE,6,6,6,3,6,6,6,6,6,6,6,No,3,1,1,1,0,0
PqLRH22w1k_x-IUKqI0dNYMud4nXuMT6-qHFn94Ubf19yQjys7pMhYjKFh_oLpxQ,2018-12-10T16:08:11Z,2018-12-10T18:33:34Z,2018-12-10T18:33:34Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,19,male,Johannes Gutenberg-Universität Mainz,NA,Yes,"1, 2, 5",1,"1, 2, 4, 6, 7, 8",yes,"11, 14",3,5,4,"SPSS,Excel",Not Sure,Yes,1,NA,660,FALSE,6,2,6,"1, 2, 5",6,6,6,6,6,6,6,No,3,1,1,0,0,1
f1pZ3HjoBNjWKmL23OggXSvbYrOt--MnVxaAYG-FV4tAjcYA6OKFzDpZ6P9Bghjf,2018-12-10T17:13:41Z,2018-12-10T17:51:25Z,2018-12-10T17:51:25Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,female,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,Yes,"1, 3, 4",1,"1, 2, 3, 5, 7, 8",yes,"2, 4, 5, 11",3,5,4,R,Yes,Yes,1,"Dass viele Forschungspraktiken in der Bachelorarbeit nicht berücksichtigt wurden, lag daran, dass sie extern und eher qualitativer/explorativer Natur war. Das ist also in dem Fall nicht unbedingt repräsentativ für die Universität.",661,FALSE,1,4,6,"1, 3",6,6,6,6,6,6,6,Yes,3,1,0,1,1,0
sJ-dv30w1JYgFgBdw9bgQ4KawmwsKjSlmHMifIBIdYkUSPBpOB1qI1KCZGDiELIG,2018-12-10T20:20:22Z,2018-12-10T20:25:53Z,2018-12-10T20:25:53Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,Universität Osnabrück,Universität Osnabrück,Yes,"1, 3, 4",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"3, 15",4,5,3,SPSS,No,No,1,NA,662,FALSE,3,6,1,3,6,6,6,1,1,1,1,No,3,1,0,1,1,0
Gb38u2d5fnS7Ne4RPP-iaDvpup_kEca5zNHPSpuymSjTkCYp-mtDA6f-PtJUq8HG,2018-12-10T22:12:21Z,2018-12-10T22:17:02Z,2018-12-10T22:17:02Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,21,female,3,NA,Yes,"1, 2, 3","1, 5","1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"1, 6, 15",3,5,5,"SPSS,R",Not Sure,No,1,NA,663,FALSE,6,"1, 2, 3",6,6,6,6,2,6,6,6,6,No,3,1,1,1,0,0
Nxj4BN_jiLXpvZo_wX1kp6KlMzFYOIqTB7XX5a5ACO5KbIvWFpsvyIM9PGHg8ef7,2018-12-10T22:30:59Z,2018-12-10T22:34:57Z,2018-12-10T22:34:57Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,male,3,NA,Yes,1,1,"1, 2, 4, 5, 6, 7, 8, 9",yes,"1, 4, 6, 11, 12",5,5,4,"SPSS,R,JASP,Excel",Yes,No,1,NA,664,FALSE,6,6,1,6,6,6,6,6,6,6,6,No,1,1,0,0,0,0
Rnes_QAPR-6-qD9cdGYDJxjyzv6rA-6_MqjcX-jvG6o_0fIE238YR-f1MQlaF2Pj,2018-12-10T22:39:42Z,2018-12-10T22:49:49Z,2018-12-10T22:49:49Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,19,male,3,NA,Yes,"1, 2",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"1, 6, 11, 14",4,4,5,R,Not Sure,Yes,1,NA,665,FALSE,6,6,6,6,6,6,2,6,6,6,6,No,2,1,1,0,0,0
MlI4RPSUJV3iq2MCxxqwUo46slhwWyy_TPTd7pXUy3K0sOMyvPM11QXHWoIPyzRr,2018-12-11T08:15:22Z,2018-12-11T20:52:53Z,2018-12-11T20:52:53Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,Otto-Friedrich-Universität Bamberg,NA,Yes,1,"1, 6","2, 7, 8",no,NA,5,5,1,SPSS,No,No,1,"Ich finde, die Replikationskrise sollte in allen Lehrveranstaltungen thematisiert werden und wenn die Professoren Studien zum Unterstützen der Lerninhalte heranziehen sollte auch kurz hinterfragt werden, ob die Studie replizierbar ist!",666,FALSE,1,1,1,1,1,1,1,1,6,6,6,No,1,1,0,0,0,0
MjqKboY59H6EjTQclTTFBH8IHKXIG5D-8xYL3nliQOCaXsKthgM3uBse4i2m9UV_,2018-12-11T10:03:01Z,2018-12-11T10:07:43Z,2018-12-11T10:07:43Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Universität Bielefeld,Universität Bielefeld,Yes,"1, 3",6,"1, 2, 3, 4, 7, 8, 9",yes,"5, 9, 11",3,5,4,"SPSS,R",No,Yes,1,NA,667,FALSE,1,6,6,6,6,6,6,6,6,6,6,No,2,1,0,1,0,0
WQ8W6N3qqmxasfxajq-DtruK9K71JYhGaxfEHfuYrsBt5RQBxc1eIbkd_x0BSNfH,2018-12-11T10:05:34Z,2018-12-11T10:10:38Z,2018-12-11T10:10:38Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Universität Bielefeld,Universität Bielefeld,Yes,"1, 2, 3",2,"1, 2, 3, 4, 5, 7, 8, 9",yes,"4, 11",3,5,4,"SPSS,R",Yes,Yes,1,NA,668,FALSE,6,2,6,6,6,6,6,6,6,6,6,No,3,1,1,1,0,0
dssexvD3BQHIUIcP0o2rD_CyKTp1EjfpaHvwD7zcuQIgFfOyojnEiiGBPeFFhUBz,2018-12-11T10:19:54Z,2018-12-11T10:30:31Z,2018-12-11T10:30:31Z,NA,1,I don't study (any more),1,M.Sc.,4,Psychology,NA,NA,NA,NA,NA,29,male,Universität Bielefeld,NA,Yes,"1, 2, 3, 4, 5",1,"1, 3, 4, 5, 6, 7, 8, 9",no,NA,5,5,4,"R,SPSS",No,Yes,1,NA,669,FALSE,6,"2, 3, 4",6,"1, 2, 5",2,6,5,6,6,6,6,No,5,1,1,1,1,1
PF3O3zWQCE6WjWQa1xYif0CvRlYpVlNdWCuQDjjNhMgv78GP7CcdNmbRHxBx7ysm,2018-12-11T10:21:24Z,2018-12-11T10:26:52Z,2018-12-11T10:26:52Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,27,female,Otto-Friedrich-Universität Bamberg,NA,Yes,1,6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,14,5,5,3,SPSS,Not Sure,No,1,NA,670,FALSE,6,6,6,1,6,6,6,6,6,6,6,No,1,1,0,0,0,0
mleDRYkM8yYoi40D36YSgpYJS-Qy1Zl5e8Axf_W7luv8dfPMoVM6S54jbt3lum5a,2018-12-11T10:25:12Z,2018-12-11T10:35:21Z,2018-12-11T10:35:21Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Universität Bielefeld,Universität Bielefeld,Yes,"1, 2, 3",6,"1, 5, 6, 7, 8",no,NA,4,5,3,R,No,No,1,NA,671,FALSE,6,6,6,"1, 2, 3",6,6,1,6,6,6,6,No,3,1,1,1,0,0
j3P4-eqJUIJypw3zWTqzZwjdopOnOUDPDzM9f7K5l8N2auR6ljbHsV3yFDX0fdvS,2018-12-11T10:31:26Z,2018-12-11T10:37:09Z,2018-12-11T10:37:09Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Otto-Friedrich-Universität Bamberg,NA,Yes,1,6,11,yes,14,2,4,2,SPSS,Not Sure,Not Sure,1,NA,672,FALSE,6,6,6,1,6,6,6,6,6,1,6,No,1,1,0,0,0,0
YZ4edG2llxNdhiXLO1YNI_XsWgh1Dxv9uVT3FVugPbze3ow3AhbOixIqUBc-_5DX,2018-12-11T10:55:56Z,2018-12-11T11:00:53Z,2018-12-11T11:00:53Z,NA,1,I don't study (any more),1,M.Sc.,4,Psychology,NA,NA,NA,NA,NA,28,female,Georg-August-Universität Göttingen,NA,Yes,"1, 2, 3, 4",3,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"4, 5, 11, 14",5,5,5,R,Yes,Yes,1,NA,673,FALSE,"1, 2, 4",2,6,5,5,6,6,6,6,4,6,Yes,4,1,1,1,1,0
nrpImA8Ds3PSWtmcvYeVjz7pNoJtY4J8n9ufWo3K2CvT-j5XKA-Xu3VXxujUOBQr,2018-12-11T11:05:57Z,2018-12-11T11:11:18Z,2018-12-11T11:11:19Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Universität Bielefeld,Universität Bielefeld,Yes,"1, 2, 3",6,"1, 3, 4, 5, 7, 8",yes,"1, 3, 4, 6, 11",4,5,4,R,No,No,1,NA,674,FALSE,6,6,1,6,6,6,6,6,6,6,6,No,3,1,1,1,0,0
70PdBqycosNx1ckWtetPfdsgWwAZpDmWoBhQSSQ25GqwyWN9LgljTRW6jm12yUww,2018-12-11T11:33:26Z,2018-12-11T11:37:41Z,2018-12-11T11:37:41Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,male,Universität Leipzig,NA,Yes,1,6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"5, 6, 11, 14",3,5,4,R,Yes,No,1,NA,675,FALSE,6,6,6,6,6,6,6,6,6,6,6,Yes,1,1,0,0,0,0
QsBJ-cN5_G7xvpMun0VjrDJVMshax6wfseGRZishmBL8ZYrN07NH2aVuWuDyCzq8,2018-12-11T11:50:04Z,2018-12-11T11:58:37Z,2018-12-11T11:58:37Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,Westfälische Wilhelms-Universität Münster,NA,Yes,1,6,"1, 2, 3, 4, 7, 8",yes,"1, 2, 4, 5, 6, 7, 11, 14",2,5,4,R,Yes,Yes,1,NA,676,FALSE,6,6,6,1,6,6,6,6,6,6,6,Yes,1,1,0,0,0,0
A3J_A25keTa3tq5plbv0qAw-w2_-RGA6SWcmOL0yJcnPlMl6PBzWiR_8gbYC6zlI,2018-12-11T12:08:13Z,2018-12-11T12:14:56Z,2018-12-11T12:14:56Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,23,female,Universität Bielefeld,NA,Yes,"1, 3",6,10,unsure,11,5,5,1,R,No,No,1,NA,677,FALSE,6,6,1,"1, 3",3,6,6,1,6,6,6,No,2,1,0,1,0,0
Dl91LU3w4z87FCKGrKCbrcoAGx32ntus_4SxIHN1h3B-rdgBq_872MUQ-bHs_dDd,2018-12-11T12:17:38Z,2018-12-11T12:27:01Z,2018-12-11T12:27:01Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,2,31,female,Johannes Gutenberg-Universität Mainz,NA,No,NA,NA,"3, 4, 5, 8, 9",no,NA,3,4,2,"SPSS,Excel",No,Not Sure,1,"Will nur anmekren, dass ich zu der ersten Auswahlmöglichkeiten, was an meienr Universität, in Bezug auf kiritscher Umgang mit Forschungspraktiken, nicht hundertprozentig sagen kann, dass das alle sind. An die genannten kann ich mich erinnern.",678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
u6cfFljup1_T54O25trvze-uXkPJvTreclK4DWQEeKnhJ9cZ17nYiMbsibQb6Z8P,2018-12-11T12:47:55Z,2018-12-11T13:11:07Z,2018-12-11T13:11:07Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,26,male,Universität Hildesheim,NA,Yes,"2, 3",1,"2, 4, 6, 8",unsure,11,4,4,2,SPSS,Yes,No,1,NA,679,FALSE,6,3,6,"2, 3",6,6,2,6,6,6,6,No,2,0,1,1,0,0
M27UralaEcCogZYpPTTLn-pvuJMRkdQLew33eyxFPlZEyQCDrLcTM5jYEahiz1CG,2018-12-11T13:09:08Z,2018-12-11T13:15:50Z,2018-12-11T13:15:50Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,male,Goethe-Universität Frankfurt,Goethe-Universität Frankfurt,Yes,"1, 2, 3",1,"1, 3, 5, 8",no,NA,5,5,3,"SPSS,R,Excel",No,Yes,1,NA,680,FALSE,6,"1, 3",6,"1, 2",6,6,"1, 3",6,6,6,6,Yes,3,1,1,1,0,0
f5lirpGL_yLm00AjgmOznYcwpG-99bK3O9ZCU8H6SwZ7a1GDekYoKpfkYa0s4kC1,2018-12-11T13:28:46Z,2018-12-11T13:35:28Z,2018-12-11T13:35:28Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,22,female,Universität Bielefeld,NA,Yes,"1, 3",6,"1, 3, 4, 5, 7, 8, 9",yes,"5, 11, 14",4,5,2,"SPSS,R",No,No,1,NA,681,FALSE,6,6,6,6,1,6,6,1,1,5,6,No,2,1,0,1,0,0
8ulLlg39zqIZHXSCMzhqteoBL330z3GWsJ36pYZ_1JOeZdfjHY3QI8lLSb6M47K6,2018-12-11T13:59:19Z,2018-12-11T14:04:47Z,2018-12-11T14:04:47Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,25,male,Ruhr-Universität Bochum,Ruhr-Universität Bochum,Yes,"1, 2, 3, 5",6,"1, 2, 5, 6, 7, 8",yes,"3, 11",5,5,2,"R,SPSS",No,No,1,NA,682,FALSE,"1, 3",6,"1, 3","1, 2, 5",6,6,"1, 2","1, 2",6,6,6,No,4,1,1,1,0,1
YRlTZU0JdOR4SEjAsfCfNoJaAwhCdbmGxX64KBC6m2194TTElOoXmgCXh27eRnYm,2018-12-11T14:42:10Z,2018-12-11T14:48:31Z,2018-12-11T14:48:31Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,23,female,Universität Bielefeld,NA,Yes,"1, 3",6,"3, 7, 8, 9",no,NA,3,4,3,"R,SPSS",Not Sure,Not Sure,1,NA,683,FALSE,6,6,6,"1, 3",6,6,6,6,6,6,6,No,2,1,0,1,0,0
Rafzf-WXUWD2NBIHp8mt56XgzSb2KzAy2IF-5V5teUGpVDrRJOEVwfZ8YfNjkmfI,2018-12-11T14:43:35Z,2018-12-11T14:49:40Z,2018-12-11T14:49:40Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,30,female,4,Universität Leipzig,Yes,"1, 2, 3",6,11,yes,"3, 15",4,4,2,"SPSS,R",Yes,No,1,NA,684,FALSE,6,6,"1, 3","1, 3",6,"1, 2, 3","1, 2, 3",2,"1, 2, 3",6,1,No,3,1,1,1,0,0
VrekHO1wMbCs7fhWWlHp3YWcURgiNfz8d1uLh_ai4xuHMg9PppcIS77FmWT5Tr-S,2018-12-11T14:43:48Z,2018-12-11T14:51:03Z,2018-12-11T14:51:04Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,male,Universität Bielefeld,NA,Yes,"1, 3, 5",1,"2, 3, 5, 8",yes,11,4,4,4,"R,SPSS",Not Sure,Yes,1,NA,685,FALSE,6,"1, 5",3,"1, 5",6,6,5,6,6,6,6,No,3,1,0,1,0,1
wY6LYuw6hlOFtiZkDXza6fPDUaYPC56MUClH4IEF6-ZWCqr2JmqdDzAmGkin2ICE,2018-12-11T14:54:27Z,2018-12-11T16:10:46Z,2018-12-11T16:10:46Z,NA,1,Other,NA,NA,NA,NA,NA,Promotion,Psychology,NA,4,28,male,Goethe-Universität Frankfurt,NA,Yes,"1, 2, 3, 4, 5","2, 5",10,no,NA,5,5,4,"SPSS,MPlus,R",Yes,Yes,1,NA,686,FALSE,5,5,"3, 4",3,6,6,3,3,6,6,6,Yes,5,1,1,1,1,1
pWgz-e7atN9xbkOmyoZ3oolHdJL1uyjOyu7MLY1y7eKxXUsEEydKnntlS3OwIQ1V,2018-12-11T14:56:41Z,2018-12-11T15:02:11Z,2018-12-11T15:02:11Z,NA,1,Other,NA,NA,NA,NA,NA,Schulpsychologie,Psychology,NA,3,21,female,Otto-Friedrich-Universität Bamberg,NA,Yes,1,6,11,unsure,15,4,5,2,SPSS,Not Sure,Not Sure,1,NA,687,FALSE,6,6,6,6,6,1,1,1,1,6,6,No,1,1,0,0,0,0
VwYXQDqBjDe7W5pY8U44j8pHKg-zmMUrtM9xtzOmhZs3fB2m9M-JrJS0VSTe2lxi,2018-12-11T15:12:27Z,2018-12-11T15:20:00Z,2018-12-11T15:20:00Z,NA,1,Other,NA,NA,NA,NA,NA,Doktorandin,Other,Biologie,2,36,female,4,NA,Yes,"1, 4, 5",6,"1, 3, 6",no,NA,5,5,3,Excel,No,No,1,NA,688,FALSE,6,6,"1, 4, 5","1, 4, 5","1, 4, 5",6,6,6,6,6,6,No,3,1,0,0,1,1
1ctZNXYfMaE8Of2LRl26NY-fqwVvr2ytxaKTkU0Sd7rso66_qY_XzQMVmqS14jmi,2018-12-11T15:18:32Z,2018-12-11T15:30:09Z,2018-12-11T15:30:09Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Universität Bielefeld,Universität Bielefeld,Yes,"1, 3",6,"1, 2, 3, 4, 6, 8, 9",yes,"3, 9, 11",3,4,2,"SPSS,R",Yes,No,1,NA,689,FALSE,6,6,6,1,6,6,6,6,6,6,6,No,2,1,0,1,0,0
KVOQ3fSrDiDttzzMm0EUc9cWTQFTju6ZcGsdVOs59OEo5jHYXgmaFu6-SrrOXUzR,2018-12-11T15:39:00Z,2018-12-11T15:45:46Z,2018-12-11T15:45:46Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Other,Physik,3,19,male,Ruhr-Universität Bochum,NA,No,NA,NA,10,no,NA,3,1,1,Origin Pro,No,No,1,"Diese Umfrage macht für Studierende, welche nicht Psychologie oder ähnliches studieren, wenig Sinn",690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
PEU7y_0JUVcwUXOR5z3Kh4HTKC-KkOn6SWUCIA5CvdueyR53TUuLMhLOPN2N_hfk,2018-12-11T16:24:59Z,2018-12-11T16:29:13Z,2018-12-11T16:29:13Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,female,4,NA,Yes,1,1,"1, 4, 5, 6, 7, 8, 9",no,NA,3,4,1,"SPSS,R",Not Sure,No,1,NA,691,FALSE,6,1,6,1,6,6,6,6,6,6,6,No,1,1,0,0,0,0
hl8fryLaNmi5p-mBigOR6DY6eyD-042DzqE7cG54EoB-o1zEIzSqgYNGzLyzBoHV,2018-12-11T16:34:50Z,2018-12-11T16:40:04Z,2018-12-11T16:40:04Z,NA,1,Other,NA,NA,NA,NA,NA,Promotion,Psychology,NA,1,27,female,Universität Bielefeld,NA,Yes,"1, 2, 3, 4",6,"1, 3, 4, 5, 6, 7, 8",yes,"7, 15",4,5,3,"R,SPSS",Yes,Yes,1,NA,692,FALSE,"3, 4",6,6,"1, 2",6,6,6,6,6,6,6,No,4,1,1,1,1,0
U0D78Cit1BkNQR0DBxqeNqwIBi542mqY_UWfvx5RJXTueDaT-zSr8X4ZfBRjVDYE,2018-12-11T16:43:59Z,2018-12-11T16:51:14Z,2018-12-11T16:51:14Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Goethe-Universität Frankfurt,Goethe-Universität Frankfurt,Yes,"1, 3",6,"1, 3, 4, 6, 7, 8, 9",yes,3,4,5,3,SPSS,Yes,Not Sure,1,NA,693,FALSE,6,6,6,"1, 3",6,6,6,6,6,6,6,Yes,2,1,0,1,0,0
