age,sex,semester,study_stage_mc,study_stage_open,uni_bachelor,uni_current,study_degree,study_degree_field,study_degree_year,study_degree_yesno,comments,exp_specific
22,male,1,Master,NA,Justus-Liebig-Universität Gießen,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,"Meine Angaben zu Projektarbeiten, Bachelor-Arbeit und Expra beziehen sich vollständig auf die Uni Gießen, nicht auf Freiburg! Hier habe ich noch keine Projekte in dieser Form durchgeführt","1, 2, 3"
21,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,"Bei den Fragen in welchem Bereich kritische Praktiken durchgeführt werden (Expra/.../Andere) ist die Option keine Angabe doppelt belegt.

Es sollte eine eigene Auswahlmöglichkeit geben, wenn bisher keine kritischen Praktiken durchgeführt wurden und eine Angabe, wenn man sich nicht sicher ist oder keine Ahnung hat",1
22,female,6,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
24,female,1,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3, 5"
24,female,9,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
28,female,NA,I don't study (any more),NA,NA,Universität Hamburg,M.Sc.,Psychology,1,1,NA,"1, 2, 3, 4"
34,female,NA,I don't study (any more),NA,NA,NA,M.Sc.,Psychology,1,1,NA,"1, 4, 5"
21,female,1,Master,NA,Universität Leipzig,Universität Leipzig,NA,NA,NA,NA,NA,"1, 3"
38,male,5,Master,NA,Universität Hamburg,Universität Hamburg,NA,NA,NA,NA,NA,"1, 2, 3"
24,female,5,Bachelor,NA,NA,Georg-August-Universität Göttingen,NA,NA,NA,NA,NA,1
22,female,5,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,1
21,female,5,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,1
21,female,5,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,1
23,male,5,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,"Grundlagen der Testtheorie hat die Replikationskrise angesprochen, aber auch nicht mehr :)",1
22,male,5,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,"War im Expra/Empra nicht an der Datenerhebung beteiligt, daher wurde Einleitung/Hintergrund, Hypothesen und Methoden usw. sozusagen erst nach der Datenerhebung erarbeitet. Die Daten wurden im Rahmen eines größeren Forschungsprojekts erhoben, welches schon länger lief und auch mit den wesentlichen statistischen Tests/Analysen präregistriert wurde.",1
24,female,7,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 3, 5"
23,male,1,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,NA
19,female,1,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,NA
19,female,3,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,NA
20,female,4,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,NA
22,female,7,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 3"
21,female,5,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 2"
22,female,1,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,2
21,female,3,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,5
21,male,5,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,1
23,female,4,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
19,male,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,female,1,Master,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 3"
20,no answer,3,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,NA
25,female,1,Master,NA,Universität Hildesheim,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 3"
18,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,female,5,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 3, 5"
20,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2"
28,female,7,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2"
23,female,1,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 3"
24,female,5,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 3"
43,female,3,Bachelor,NA,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,1
27,female,3,Master,NA,Universität Hildesheim,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3"
24,female,3,Master,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3, 4"
21,female,5,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,"An unserer Uni werden Medien/Kommunikationspsychologie und Gesundheitspsychologie nicht angeboten, zumindest nicht im Bachelor. Damit ihr das auch bei der Auswertung berücksichtigen könnt :)","1, 3"
21,female,5,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2"
19,female,3,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,1
25,female,3,Master,NA,Otto-Friedrich-Universität Bamberg,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3, 4"
25,male,3,Master,NA,Universität zu Köln,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3"
21,female,3,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,1
19,female,1,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,NA
26,female,5,Master,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3, 4"
26,female,5,Master,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3, 5"
21,female,6,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 3"
43,male,5,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,"1, 5"
20,female,5,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 3"
20,female,3,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,NA
23,male,3,Master,NA,Westfälische Wilhelms-Universität Münster,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3"
21,female,1,Master,NA,Universität zu Köln,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2"
21,female,5,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 5"
26,female,13,Master,NA,Universität Koblenz-Landau,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3, 4, 5"
20,female,5,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 3"
25,female,3,Master,NA,SRH Heidelberg,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3, 4, 5"
23,female,7,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 3"
20,female,3,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,1
23,female,1,Master,NA,Universität Koblenz-Landau,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3"
23,female,5,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 5"
25,female,1,Master,NA,Albert-Ludwigs-Universität Freiburg,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 3"
21,female,7,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 3"
22,female,5,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,"Danke, dass ihr das macht!","1, 3"
21,female,7,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 3"
28,male,3,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,1
25,female,5,Master,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3, 4"
26,female,11,Other,Promotion,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3, 4"
22,female,3,Master,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3"
22,female,7,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3"
28,female,7,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 3, 5"
20,female,5,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 3, 5"
23,female,1,Master,NA,Albert-Ludwigs-Universität Freiburg,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,"Ich finde das Engagement und die Mühe, die ihr euch hier macht, super! :) Weiter so!","1, 3"
21,female,5,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,1
21,no answer,3,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,1
22,female,5,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,1
33,female,3,Bachelor,NA,NA,Universität Hamburg,NA,NA,NA,NA,NA,NA
23,female,5,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,1
26,female,1,Master,NA,Universität Leipzig,Universität Leipzig,NA,NA,NA,NA,NA,"1, 3"
19,male,1,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,NA
23,female,8,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 3"
23,male,3,Master,NA,Albert-Ludwigs-Universität Freiburg,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,"Im 1. Mastersemester gab es ein Seminar ""Methodenkritik"", das alle abgefragten Bereiche abdeckte. Macht mMn schon ab 3. B.Sc. Semester Sinn und sollte verpflichtend sein.

Danke für euer Engagement!","1, 3"
27,female,1,Master,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 3, 5"
22,female,1,Master,NA,SRH Heidelberg,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 3, 5"
21,female,7,Master,NA,Universität Bielefeld,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 2, 3"
47,male,6,Bachelor,NA,NA,Universität Hamburg,NA,NA,NA,NA,"Gute Sache, dass das mal thematisiert wird...!!!!  :-)",NA
18,female,1,Bachelor,NA,NA,Ruhr-Universität Bochum,NA,NA,NA,NA,NA,NA
20,female,5,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,1
22,female,5,Bachelor,NA,NA,Justus-Liebig-Universität Gießen,NA,NA,NA,NA,NA,"1, 2, 3"
28,male,1,Master,NA,Technische Universität Chemnitz,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 3, 5"
30,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,female,1,Master,NA,Johannes Gutenberg-Universität Mainz,Ruhr-Universität Bochum,NA,NA,NA,NA,NA,"1, 2, 3, 5"
26,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,male,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,female,2,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,female,5,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2"
22,female,5,Bachelor,NA,NA,Ruhr-Universität Bochum,NA,NA,NA,NA,NA,"1, 3"
19,female,3,Bachelor,NA,NA,Ruhr-Universität Bochum,NA,NA,NA,NA,NA,1
24,male,1,Master,NA,Ruhr-Universität Bochum,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 2, 3"
21,female,5,Bachelor,NA,NA,Universität Osnabrück,NA,NA,NA,NA,NA,"1, 3"
23,female,3,Master,NA,Universität Osnabrück,Universität Hamburg,NA,NA,NA,NA,NA,"1, 2, 3"
33,female,7,Master,NA,Universität Osnabrück,NA,NA,NA,NA,NA,NA,"1, 2, 3, 4"
27,male,3,Master,NA,NA,Ruhr-Universität Bochum,NA,NA,NA,NA,NA,"1, 2, 3, 4"
22,female,1,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
25,female,3,Master,NA,Universität Osnabrück,Universität Hildesheim,NA,NA,NA,NA,"Die Informationen über Open Science habe ich im Rahmen von zwei Vorträgen während der PsyFako in Hildesheim gehört.

Kritische Auseinandersetzung mit Berichterstattung, etc. findet in vielen Seminaren statt.","1, 3"
18,female,1,Bachelor,NA,NA,Ruhr-Universität Bochum,NA,NA,NA,NA,NA,NA
21,female,5,Bachelor,NA,NA,Ruhr-Universität Bochum,NA,NA,NA,NA,NA,"1, 2"
23,female,4,Master,NA,Goethe-Universität Frankfurt,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"2, 3"
25,female,3,Master,NA,Ruhr-Universität Bochum,Ruhr-Universität Bochum,NA,NA,NA,NA,"Problematisch: In statistik wurde der großteil Thematisiert, in Masterarbeit/Forschungsstunden usw. werden teilweise diese Praktiken weiter genutzt bzw von einem verlangt. Wir haben keine möglichkeit dagegen anzugehen, ohne eine ""Strafe"" bzgl der Abschlussnote zu erwarten","1, 3"
20,male,1,Bachelor,NA,NA,Ruhr-Universität Bochum,NA,NA,NA,NA,NA,NA
25,male,10,Bachelor,NA,NA,Universität Osnabrück,NA,NA,NA,NA,NA,"1, 3"
32,female,8,Master,NA,Goethe-Universität Frankfurt,Goethe-Universität Frankfurt,NA,NA,NA,NA,"Ich habe mich privat viel mit Open Science und der Replikationskrise beschäftigt; angeregt wurde dies oftmals durch Diskussionen in der Psychologie Facebook-Gruppe. 
Meines Wissens nach, wird das Thema Open Science seit dem WS18/19 an der Goethe-Universität thematisiert.","1, 2, 3, 4"
27,female,3,Bachelor,NA,NA,Ruhr-Universität Bochum,NA,NA,NA,NA,NA,1
21,female,1,Bachelor,NA,NA,Universität Leipzig,NA,NA,NA,NA,NA,NA
21,female,4,Bachelor,NA,NA,Ruhr-Universität Bochum,NA,NA,NA,NA,NA,1
27,female,1,Master,NA,Universität Regensburg,Universität Regensburg,NA,NA,NA,NA,NA,"2, 3, 5"
20,female,1,Bachelor,NA,NA,Universität Regensburg,NA,NA,NA,NA,NA,NA
20,female,5,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2, 5"
24,male,5,Master,NA,Westfälische Wilhelms-Universität Münster,Westfälische Wilhelms-Universität Münster,NA,NA,NA,NA,NA,"1, 2, 3, 4, 5"
21,female,3,Bachelor,NA,NA,Universität Regensburg,NA,NA,NA,NA,NA,2
19,female,1,Bachelor,NA,NA,Universität Regensburg,NA,NA,NA,NA,NA,NA
20,female,1,Bachelor,NA,NA,Universität Regensburg,NA,NA,NA,NA,NA,NA
22,female,5,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,1
21,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,female,5,Bachelor,NA,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,"Ich sehe mich selbst als Teil der Open Science Initiative. Die power-Analyse in der Bachelorarbeit habe ich noch nicht durchgeführt, da noch mehr Pilotdaten fehlen, doch sie ist in Planung.","1, 2, 3"
27,female,4,Master,NA,Universität Mannheim,Universität Mannheim,NA,NA,NA,NA,NA,"1, 2, 3, 5"
21,female,5,Bachelor,NA,NA,Universität Osnabrück,NA,NA,NA,NA,NA,"1, 3"
21,female,6,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,1
25,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
23,female,7,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
22,female,7,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
25,no answer,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 5"
22,female,7,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
29,male,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
22,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
20,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
26,female,5,Master,NA,Universität Koblenz-Landau,Universität Koblenz-Landau,NA,NA,NA,NA,NA,"1, 3, 4, 5"
22,female,5,Bachelor,NA,NA,Justus-Liebig-Universität Gießen,NA,NA,NA,NA,NA,"1, 2, 3"
26,male,NA,I don't study (any more),NA,NA,Ruhr-Universität Bochum,M.Sc.,Psychology,1,1,"Meine Angaben beziehen sich alle auf meine Studienzeit an der JLU Gießen, und nicht auf die RUB, sorry!
","1, 2, 3, 4"
20,female,5,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,1
27,female,5,Master,NA,NA,Justus-Liebig-Universität Gießen,NA,NA,NA,NA,NA,"1, 2, 3"
19,female,5,Bachelor,NA,NA,Justus-Liebig-Universität Gießen,NA,NA,NA,NA,NA,"1, 2, 3, 5"
21,female,5,Bachelor,NA,NA,Justus-Liebig-Universität Gießen,NA,NA,NA,NA,NA,"1, 5"
19,female,1,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,NA
23,female,5,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,"Wir haben relativ viel dazu gemacht, da ich mich leider nicht so sehr dafür interessiere, kann ich nicht mehr ganz genau den Inhalt wiedergeben.","1, 3, 5"
43,female,1,Master,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,"1, 3"
23,female,1,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,NA
20,female,1,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,NA
37,male,NA,I don't study (any more),NA,NA,Universität Koblenz-Landau,M.Sc.,Psychology,1,1,"Es gibt an der Uni meines erachtens nach, eine sehr große Kluft zwischen dem, was Dozenten in der Lehre über die Krise erzählen und lehren und wie sie selber mit Daten arbeiten. Mir erschien es so, als würde das Problem eher ""wo anders"" wahrgenommen werden (ein gutes Beispiel war eine spontane Umfrage in einem Kolloquium von Rens van de Schoot, bei dem an der Uni Landau natürlich alle über Fehlverhalten bescheid wussten aber es natürlich niemals angewendet hatten...).
Das letzte aktuelle Beispiel wäre eine Lehrperson, welche in einem Seminar den Studis erzählt, dass eine Post Hoc Poweranalyse eine gute Idee sei aber gleichzeitig über Replikationkrise lehrt.","1, 2, 3, 4"
22,female,6,Bachelor,NA,NA,Justus-Liebig-Universität Gießen,NA,NA,NA,NA,NA,"1, 2, 3"
18,female,1,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,NA
24,female,3,Master,NA,Universität Koblenz-Landau,Universität Koblenz-Landau,NA,NA,NA,NA,NA,"1, 2, 3, 4, 5"
20,female,1,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,NA
27,male,1,Master,NA,Universität Koblenz-Landau,Universität Koblenz-Landau,NA,NA,NA,NA,NA,"1, 2, 3"
31,male,3,Master,NA,Universität Koblenz-Landau,Universität Koblenz-Landau,NA,NA,NA,NA,NA,"1, 2, 3"
24,female,9,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,"1, 3"
22,female,7,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,"1, 2"
23,female,2,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,NA
21,male,3,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,1
22,female,5,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,1
23,female,1,Master,NA,Universität Mannheim,Universität Koblenz-Landau,NA,NA,NA,NA,NA,"1, 2, 3, 5"
20,female,3,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,1
21,female,3,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,1
24,female,1,Master,NA,Universität Koblenz-Landau,Universität Koblenz-Landau,NA,NA,NA,NA,"Qualitative Methoden werden maximal genannt, obwohl sie viele weitere psychologische Fragestellungen untersuchbar machen würden. Ich finde die Lehre von qualitativen Methoden auch im Psychologiestudium notwendig.","1, 2, 3, 5"
25,male,5,Master,NA,Technische Universität Chemnitz,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2, 3, 4, 5"
25,no answer,4,Master,NA,Universität Hamburg,Universität Hamburg,NA,NA,NA,NA,NA,"1, 3, 5"
28,female,3,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
28,female,1,Master,NA,Universität Koblenz-Landau,Universität Koblenz-Landau,NA,NA,NA,NA,NA,"1, 2, 3"
27,female,NA,I don't study (any more),NA,NA,Universität Hamburg,M.Sc.,Psychology,2,1,NA,"1, 2, 3, 4, 5"
24,female,11,Master,NA,Universität Osnabrück,Otto-Friedrich-Universität Bamberg,NA,NA,NA,NA,NA,"1, 2, 3, 4, 5"
29,female,7,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3, 5"
23,female,1,Master,NA,Albert-Ludwigs-Universität Freiburg,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 3"
19,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
23,female,1,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 3, 4"
21,female,3,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,1
22,female,7,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 5"
21,female,1,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,NA
22,female,7,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 3"
32,male,NA,I don't study (any more),NA,NA,NA,M.Sc.,Psychology,1,1,NA,"1, 2, 3, 4"
23,female,7,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,"1, 5"
40,male,1,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,NA
19,female,1,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,NA
24,female,NA,I don't study (any more),NA,NA,Albert-Ludwigs-Universität Freiburg,M.Sc.,Psychology,2,1,"Ich finde es sehr gut, dass das Thema präsenter an den Unis werden soll. Neben Open Science finde ich aber auch noch den Bereich der Replikation sehr wichtig, da Open Science zwar ein wichtiger Teil der Ergebnisse ist. In der heutigen Wissenschaft aber auch Replikationen und Meta-Analysen eine größere Rolle spielen sollten.","1, 3, 4, 5"
21,female,3,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,2
19,male,3,Bachelor,NA,NA,Universität Bielefeld,NA,NA,NA,NA,NA,1
22,female,5,Bachelor,NA,NA,Justus-Liebig-Universität Gießen,NA,NA,NA,NA,NA,"1, 3"
22,female,7,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,"1, 3"
20,female,3,Bachelor,NA,NA,Ludwig-Maximilians-Universität München,NA,NA,NA,NA,NA,1
20,female,3,Bachelor,NA,NA,Universität Leipzig,NA,NA,NA,NA,NA,"1, 5"
21,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
21,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2"
20,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
21,female,3,Bachelor,NA,NA,Georg-August-Universität Göttingen,NA,NA,NA,NA,NA,1
25,female,3,Bachelor,NA,NA,Universität Regensburg,NA,NA,NA,NA,NA,1
27,female,5,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,1
21,female,5,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,1
21,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
23,female,6,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,"1, 3"
19,female,3,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,1
21,female,3,Bachelor,NA,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,1
21,male,4,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,"1, 5"
